Position in z [a.u.],Voltage [V]
0.0285615,1.18855
0.0285615,1.21527
0.0285623,1.06019
0.0285627,0.768785
0.0285635,0.674274
0.0285635,0.700207
0.0285647,0.758259
0.0285654,0.570539
0.0285666,0.5861
0.0285674,0.610092
0.0285674,0.637689
0.0285686,0.718222
0.0285694,0.720954
0.0285706,0.570539
0.0285706,0.497925
0.0285713,0.490797
0.0285721,0.5861
0.0285725,0.74091
0.0285725,0.91235
0.0285733,1.04253
0.0285741,1.0944
0.0285741,1.07884
0.0285749,0.966312
0.0285756,0.645095
0.0285761,0.548211
0.0285768,0.483156
0.0285768,0.471201
0.0285776,0.495471
0.028578,0.546547
0.0285788,0.446058
0.0285796,0.4086
0.02858,0.417392
0.02858,0.425311
0.0285808,0.440871
0.0285808,0.461618
0.0285808,0.497925
0.0285815,0.580913
0.0285815,0.672692
0.028582,0.738969
0.028582,0.851413
0.0285827,0.969917
0.0285827,1.05406
0.0285827,1.0944
0.0285827,1.0712
0.0285835,0.807187
0.0285835,0.610729
0.0285835,0.527104
0.0285843,0.456432
0.0285847,0.404564
0.0285847,0.394191
0.0285855,0.434534
0.0285859,0.492739
0.0285859,0.621103
0.0285859,0.70943
0.0285867,0.768426
0.0285867,0.782044
0.0285867,0.699417
0.0285874,0.565353
0.0285874,0.493889
0.0285874,0.443326
0.0285886,0.416088
0.0285882,0.409751
0.0285886,0.40896
0.0285894,0.428043
0.0285898,0.492739
0.0285906,0.610883
0.0285906,0.619161
0.0285906,0.560166
0.0285914,0.513485
0.0285914,0.506357
0.0285921,0.471992
0.0285933,0.475237
0.0285933,0.515067
0.0285945,0.61722
0.0285945,0.706185
0.0285953,0.60166
0.0285953,0.498716
0.0285961,0.461618
0.0285961,0.512182
0.0285973,0.675065
0.0285973,0.742852
0.0285981,0.865032
0.0285985,0.96358
0.0285992,1.10283
0.0285992,1.08842
0.0286,0.975104
0.0286004,0.805093
0.0286012,0.604114
0.0286024,0.545756
0.0286024,0.537478
0.0286032,0.489493
0.028604,0.461618
0.028604,0.414938
0.0286052,0.404564
0.0286059,0.430498
0.0286063,0.481574
0.0286071,0.644304
0.0286079,0.704603
0.0286079,0.722258
0.0286087,0.776427
0.0286087,0.803942
0.0286094,0.767635
0.0286099,0.618802
0.0286111,0.539419
0.0286118,0.471992
0.0286118,0.474724
0.028613,0.529046
0.0286138,0.60166
0.0286138,0.610883
0.0286142,0.622407
0.028615,0.710581
0.028615,0.822747
0.028615,0.937493
0.028615,1.03216
0.0286158,1.16622
0.0286158,1.25
0.0286158,1.34609
0.0286158,1.42959
0.0286158,1.51373
0.0286158,1.58116
0.0286158,1.67012
0.0286165,1.72445
0.0286165,1.7583
0.0286165,1.79461
0.0286165,1.81211
0.0286165,1.85166
0.0286165,1.88666
0.0286165,1.91794
0.0286165,1.94502
0.0286165,1.9917
0.0286165,2.02722
0.0286165,2.07469
0.0286165,2.12137
0.0286173,2.15962
0.0286173,2.21992
0.0286173,2.25507
0.0286173,2.25868
0.0286173,2.23951
0.0286185,2.02282
0.0286197,1.57158
0.0286205,1.28033
0.0286221,1.20851
0.0286229,1.13589
0.0286236,1.12631
0.0286252,1.13071
0.0286252,1.21369
0.0286264,1.28631
0.0286276,1.18257
0.0286276,0.990664
0.0286276,0.844645
0.0286284,0.784346
0.0286284,0.753656
0.0286284,0.73442
0.0286291,0.760867
0.0286291,0.819502
0.0286299,0.954357
0.0286299,1.05809
0.0286299,1.22925
0.0286299,1.3672
0.0286299,1.46784
0.0286299,1.57518
0.0286307,1.7771
0.0286307,1.88876
0.0286311,1.92946
0.0286311,1.91794
0.0286311,1.80498
0.0286311,1.60788
0.0286323,1.29747
0.0286323,1.1709
0.0286323,1.06637
0.0286323,1.01335
0.0286331,1.01011
0.0286338,1.09115
0.0286343,1.05809
0.028635,0.934914
0.0286355,0.788382
0.0286362,0.689834
0.0286362,0.653527
0.0286362,0.705394
0.028637,0.859054
0.028637,0.992965
0.028637,1.21888
0.0286378,1.43154
0.0286378,1.5808
0.0286386,1.68165
0.0286394,1.64807
0.0286394,1.47331
0.0286394,1.37448
0.0286402,1.34012
0.0286402,1.31513
0.0286409,1.0712
0.0286414,0.897303
0.0286426,0.726141
0.0286426,0.63278
0.0286437,0.548489
0.0286445,0.544606
0.0286454,0.575726
0.0286461,0.529046
0.0286469,0.515067
0.0286469,0.466805
0.0286477,0.449941
0.0286485,0.474724
0.0286493,0.460314
0.0286493,0.447209
0.0286493,0.456432
0.0286501,0.498716
0.0286508,0.513485
0.0286508,0.426462
0.0286517,0.363071
0.0286525,0.342324
0.0286537,0.353488
0.0286537,0.369408
0.0286544,0.404564
0.0286549,0.451245
0.028656,0.503112
0.028656,0.566657
0.0286568,0.549793
0.028658,0.508299
0.0286592,0.487552
0.0286592,0.44915
0.02866,0.391736
0.0286608,0.365012
0.0286612,0.34751
0.0286624,0.357884
0.0286624,0.420124
0.0286631,0.386272
0.0286648,0.326763
0.0286655,0.359978
0.0286667,0.36192
0.0286675,0.326763
0.0286679,0.329218
0.0286691,0.335195
